parent_lemma;parent_variant;parent_pos;parent_comment;child_lemma;child_variant;child_pos;child_comment
zawiadowczyni;1;2;##K:  ##D: . [##P: ] {##L: };zawiadowca;1;2;##K:  ##D: . [##P: ] {##L: } ##A1: 0 ##A2: 0
zawistnica;1;2;##K:  ##D: . [##P: ] {##L: };zawistnik;1;2;##K:  ##D: . [##P: ] {##L: } ##A1: {złość, wstręt, nieużyteczność, niewiedza, błąd, krzywda} - m [Idź, zawistniku, mam dość twoich zgryźliwych uwag pełnych jadu i frustracji.] ##A2: {złość, wstręt, nieużyteczność, krzywda, błąd} - m [Jeśli nie przestaniesz być takim zawistnikiem, to wkrótce zostaniesz sam, bo nikt nie będzie chciał spędzać czasu z osobą pełną żółci.]
zawodniczka;1;2;##K:  ##D: . [##P: ] {##L: };zawodnik;1;2;##K: og. ##D: sportowiec wystawiany w zawodach lub taki, który należy do klubu i może go reprezentować.
zawodniczka;2;2;##K:  ##D: . [##P: ] {##L: };zawodnik;3;2;##K:  ##D: . [##P: ] {##L: } ##A1: {radość, złość, strach, szczęście, nieużyteczność, krzywda, błąd} amb [Niezły z niego zawodnik, z nim zawsze jest wesoło.] [Kim był ten zawodnik, który podpalił śmietnik?] ##A2: {radość, złość, strach, szczęście, nieużyteczność, krzywda, błąd} amb [Mój najlepszy kumpel to niezły zawodnik, zawsze ma szalone pomysły.] [Który zawodnik zamknął kota w pralce?]
zazdrośnica;1;2;##K:  ##D: . [##P: ] {##L: };zazdrośnik;1;2;##K:  ##D: . [##P: ] {##L: } ##A1: {radość, złość, cieszenie się na, szczęście, nieużyteczność, niewiedza, błąd] amb [Daj spokój, mój ty zazdrośniku, to tylko kolega z pracy!] [Ten zazdrośnik mnie wykończy swoim kontrolowaniem mnie i śledzeniem wszędzie.] ##A2: {radość, złość, szczęście, nieużyteczność, niewiedza, błąd} amb [Lubię, kiedy jesteś takim zazdrośnikiem, bo wtedy czuję, że ci na mnie zależy.] [Mój mąż jest okropnym zazdrośnikiem, dlatego staram się nie nawiązywać bliższych kontaktów z kolegami z pracy.]
zbawczyni;1;2;##K: og. ##D: kobieta, która uratowała kogoś lub coś od czegoś złego.;zbawca;1;2;##K:  ##D: . [##P: ] {##L: } ##A1: {radość, użyteczność, dobro} + s [Tomasz to nasz zbawca - pomógł nam w ostatniej chwili.] ##A2: {radość, użyteczność, dobro} + m [Nasz zbawca załatwił nam transport i opłacił pobyt w hotelu.]
zbawicielka;1;2;##K: og. ##D: kobieta, która uratowała kogoś lub coś od czegoś złego.;zbawiciel;2;2;##K: og. ##D: osoba posłana przez Boga, która ma przynieść zbawienie, ocalić, zakończyć działanie zła. ##A1: 0 ##A2: 0
zbieraczka;2;2;##K: og. ##D: kobieta, która coś zbiera - kolekcjonuje. [##P: Moja przyjaciółka to zbieraczka kobiecych pism.];zbieracz;2;2;##K: og. ##D: człowiek który coś zbiera, kolekcjonuje w ramach hobby. [##P: Od lat jest zapalonym zbieraczem numizmatów.] ##A1: 0 ##A2: 0
zbieraczka;1;2;##K: og. ##D: kobieta, która coś zbiera, podnosi.;zbieracz;1;2;##K: og. ##D: człowiek, który pozyskuje coś w jakimś celu zbierając, znajdując coś, szukając tego na jakimś obszarze. [##P: Zygmunt okazał się najszybszym zbieraczem na wykopkach.]
zboczenica;1;2;##K: posp. ##D: kobieta z zaburzeniami na tle seksualnym lub o wybujałym temperamencie erotycznym, wyraz rzadko używany, na zasadzie żartobliwego neologizmu. ##A1: {radość, szczęście} + s [Z Ciebie to jest jednak szalona zboczenica.] ##A2: {radość, złość, wstręt, zaskoczenie, szczęście, błąd} amb [Lubił swoją zuchwałą kochankę i nazywał ją małą zboczenicą.] [Stara, napalona zboczenica goniła mężczyznę po całej szklarni.] ##A3: {radość, wstręt, szczęście, błąd} amb [Taka zboczenica zadowoli każdego.] [Ty zboczenico, potrafisz tylko ludziom niszczyć życie, bo jedno ci w głowie.] ;zboczeniec;1;2;##K: pot. ##D: o dewiancie - człowieku z zaburzeniami seksualnymi. ##A1: {złość, wstręt, strach, krzywda, błąd} - s [Jakiś zboczeniec zaatakował mnie w parku.] ##A2: {złość, wstręt, strach, krzywda, błąd} - s [Ten zboczeniec składający niemoralne propozycje klientom, pracuje jako taksówkarz.]
zbrodniarka;1;2;##K:  ##D: . [##P: ] {##L: };zbrodniarz;1;2;##K:  ##D: . [##P: ] {##L: } ##A1: {złość, wstręt, nieużyteczność, krzywda, błąd, nieszczęście} - m [Zbrodniarz został skazany na karę śmierci za swoje czyny.] ##A2: {złość, strach, wstręt, nieużyteczność, krzywda, błąd, nieszczęście} - m [Ten zbrodniarz słono zapłaci za swoje czyny.]
zdobywczyni;1;2;##K:  ##D: . [##P: ] {##L: };zdobywca;1;2;##K: og. ##D: wygrany, ten, który się wykazał i coś zdobył. [##W: Pierwszym zdobywcą Pucharu Świata używającym stylu V był Jan Boklöv w sezonie 1988/1989.]
zdrajczyni;1;2;##K: og. ##D: kobieta, która zdradza, działa na szkodę, przechodząc na stronę nieprzyjaciela. [##P: Wyniosła z biura wszystkie dane produkcyjne i przekazała je konkurencji, zdrajczyni!];zdrajca;1;2;##K: og. ##D: człowiek, który zdradza swoich, przechodzi na stronę wroga. ##A1: {złość, wstręt, nieużyteczność, krzywda, błąd} - m [Ten zdrajca wydał wszystkie nasze sekrety i wrobił nas.] ##A2: {złość, wstręt, nieużyteczność, krzywda, błąd} - m [Zdrajco, to przez ciebie przegraliśmy, wydałeś nas konkurencji!]
zdrajczyni;2;2;##K: og. ##D: odstępczyni od ideałów. [##P: ];zdrajca;2;2;##K: og. ##D: odstępca od przyjętych ideałów, wartości. [##P: Odkąd Paweł otwarcie przyznał, że po maturze nie zamierza zostać w kraju, w szczepie popatrywano na niego jak na zdrajcę harcerskiej idei patriotyzmu.] ##A1: {złość, wstręt, nieużyteczność, krzywda, błąd} - s [Piotrek to zdrajca naszych ideałów, nigdy mu tego nie wybaczę.]
zduńskowolanka;1;2;##K: og. ##D: mieszkanka Zduńskiej Woli.;zduńskowolanin;1;2;##K: og. ##D: mieszkaniec Zduńskiej Woli.
zecerka;1;2;##K:  ##D: . [##P: ] {##L: };zecer;1;2;##K:  ##D: . [##P: ] {##L: } ##A1: 0 ##A2: 0
zegarmistrzyni;1;2;##K:  ##D: . [##P: ] {##L: };zegarmistrz;1;2;##K:  ##D: . [##P: ] {##L: } ##A1: 0 ##A2: 0
Zelandka;1;2;##K: og.;Zelandczyk;1;2;##K: og. ##D: mieszkaniec Zelandii.
zesłana;1;2;##K:  ##D: . [##P: ] {##L: };zesłany;1;2;##K:  ##D: . [##P: ] {##L: } ##A1: 0 ##A2: 0
zesłanka;1;2;przest.;zesłaniec;1;2;##K:  ##D: . [##P: ] {##L: } ##A1: 0 ##A2: 0
zetempówka;1;2;##K: og. ##D: kobieta należąca do organizacji ZMP (Związku Młodzieży Polskiej). [##P: W PRL-u była z niej idealna zetempówka, została nauczycielką w technikum.];zetempowiec;1;2;##K: og. ##D: członek ZMP (Związku Młodzieży Polskiej). [##P: Został zetempowcem podczas lekcji, kiedy nauczyciel kazał całej klasie wypełnić deklarację członkowską.] ##A1: {złość, wstręt, krzywda, błąd} - s [Jacyś zetempowcy zawiadomili milicję.] ##A2: {złość, wstręt, krzywda, błąd} - s [Zrobię wszystko, aby mój syn nie został zetempowcem.]
zgierzanka;1;2;##K: og. ##D: mieszkanka Zgierza.;zgierzanin;1;2;##K: og. ##D: mieszkaniec Zgierza.
zgrywuska;1;2;##K:  ##D: . [##P: ] {##L: };zgrywus;1;2;##K:  ##D: . [##P: ] {##L: } ##A1: {radość, złość, wstręt, szczęście, nieużyteczność, błąd} amb [Gdy ten zgrywus nas odwiedza, wszyscy dobrze się bawimy.] [Kiedyś oszaleję przed tego zgrywusa.]  ##A2: {radość, złość, wstręt, szczęście, nieużyteczność, błąd} amb [Mój mały zgrywus robi śmieszne miny.] [Gdyby mój mąż był mniejszym zgrywusem, może udałoby nam się ustalić kilka ważnych rzeczy - ale niestety...]
zielarka;1;2;##K:  ##D: . [##P: ] {##L: };zielarz;1;2;##K:  ##D: . [##P: ] {##L: } ##A1: 0 ##A2: 0
zieleniarka;1;2;##K:  ##D: . [##P: ] {##L: };zieleniarz;1;2;##K: og. ##D: człowiek handlujący warzywami i owocami. [##P: ] {##L: } ##A1: 0
zielonogórzanka;1;2;##K: og. ##D: mieszkanka Zielonej Góry.;zielonogórzanin;1;2;##K: og. ##D: mieszkaniec Zielonej Góry.
Zimbabwejka;1;2;##K: og.;Zimbabwejczyk;1;2;##K: og. ##D: mieszkaniec Zimbabwe.
zjebka;2;2;##K: wulg. ##D: kobieta, która jest zjebana, poważnie zaburzona, psycholka, nienormalna. [##P: Nie przejmuj się tym, co ci ta zjebka mówi.];zjeb;1;2;##K: wulg. ##D: człowiek, który jest zjebany, poważnie zaburzony, psychol, nienormalny. [##P: Co ten zjeb znowu wyprawia?!]
złoczewianka;1;2;##K: og. ##D: mieszkanka Złoczewa, kobieta pochodząca ze Złoczewa.;złoczewianin;1;2;##K: og. ##D: mieszkaniec Złoczewa, człowiek pochodzący ze Złoczewa - miasta w województwie łódzkim.
złodziejka;1;2;##K: og. ##D: kobieta, która kradnie. [##P: ] {##L: };złodziej;1;2;##K: og. ##D: przestępca, który kradnie. [##W: Są oni byłymi złodziejami, a w programie pokazywali ludziom jak zabezpieczyć się przed włamaniami.] [##Ko: zatrzymać złodzieja] ##A1: {złość, wstręt, nieużyteczność, błąd, krzywda} - m [Złodzieje powinni być karani surowiej za swoje czyny.] ##A2: {złość, strach, wstręt, nieużyteczność, krzywda, błąd, nieszczęście} - m [Każdy złodziej musi ponieść konsekwencje kradzieży.]
złośnica;1;2;##K:  ##D: . [##P: ] {##L: };złośnik;1;2;##K:  ##D: . [##P: ] {##L: } ##A1: {złość, wstręt, błąd} - s [Życie ze złośnikiem nie jest łatwe.]
złotniczka;1;2;##K:  ##D: . [##P: ] {##L: };złotnik;1;2;##K: . ##D: . [##P: ] {##L: }
złotowianka;1;2;##K: og. ##D: mieszkanka Złotowa, miasta w Wielkopolsce. [##P: Jest złotowianką, dlatego czasem używa gwarowych, wielkopolskich zwrotów.];złotowianin;1;2;##K: og. ##D: mieszkaniec Złotowa, miasta w Wielkopolsce. [##P: Jest złotowianinem, więc dlatego czasem używa gwary, która dla Ciebie może brzmieć dziwnie.]
złotowianka;2;2;##K: og. ##D: mieszkanka Złotowa - wsi na Kujawach położonej niedaleko Żnina. [##P: Pewna złotowianka opowiedziała nam o znalezionym w jej miejscowości w 1959 roku kurhanie.];złotowianin;2;2;##K: og. ##D: mieszkaniec Złotowa, wsi w gminie Barcin. [##P: Jeden ze złotowian odkrył we wsi w 1959 roku kurhan neolityczny.]
złotowianka;3;2;##K: og. ##D: mieszkanka Złotowa, wsi leżącej niedaleko Malborka. [##P: Pani Janina to ostatnia rodowita złotowianka, która mieszka w tradycyjnym i typowym dla tej wsi domu podcieniowym.];złotowianin;3;2;##K: og. ##D: mieszkaniec Złotowa, wsi w pobliżu Malborka. [##P: Pan Jan jest ostatnim złotowianinem, który mieszka w typowym dla tej wsi domu podcieniowym.]
zmarła;1;2;##K:  ##D: . [##P: ] {##L: };zmarły;1;2;##K: og. ##D: osoba, która nie żyje, nieboszczyk. [##P: W czasie pogrzebu wszyscy opłakiwali zmarłego, bo był naprawdę wspaniałą postacią.] [##Ko: chować zmarłych] ##A1: 0 ##A2: 0
zmienniczka;1;2;##K:  ##D: . [##P: ] {##L: };zmiennik;1;2;##K:  ##D: . [##P: ] {##L: }
zmiennistka;1;2;##K: og.;zmiennista;1;2;##K: og.
zmywaczka;1;2;##K:  ##D: . [##P: ] {##L: };zmywacz;2;2;##K: og. ##D: osoba zajmująca się myciem lub zmywaniem. [##P: Mimo, iż miał w kieszeni dyplom doktora chemii, pracował jako zmywacz w restauracji w Wielkiej Brytanii.]
znachorka;1;2;##K:  ##D: . [##P: ] {##L: };znachor;1;2;##K: og.  ##D: osoba prowadząca praktykę medyczną lub paramedyczną bez oficjalnych kwalifikacji. {##L: http://pl.wikipedia.org/wiki/Znachor} 
znajdka;1;2;##K: książk. ##D: znajdek - osoba, najczęściej dziecko, znalezione przez obcych ludzi, płci żeńskiej.;znajdek;1;2;##K: książk. ##D:  znajdek - osoba, najczęściej dziecko, znalezione przez obcych ludzi. ##A1: {radość, dobro, szczęście} + s [Nasz znajdek jest wesołym i energicznym chłopcem.] ##A2: {smutek, wstręt, nieszczęście} - s [Daj spokój moim  dzieciom, znajdku jeden!]  ##A3: {smutek, wstręt, nieszczęście} - m [Jeszcze kilka razy w życiu usłyszał, że jest znajdkiem - za każdym razem tak samo mocno to przeżywał.]
znajoma;1;2;##K:  ##D: . [##P: ] {##L: };znajomy;1;2;##K: og. ##D: osoba, którą zna się z widzenia lub osobiście, ale z którą nie pozostaje się w zażyłych stosunkach. [##P: Znajomy z Łodzi polecił mi tę wycieczkę.] [##P: Poprosiłem znajomego o pomoc w transporcie mebli.] ##A1: 0 ##A2: 0
znajoma z widzenia;1;2;##K: pot. ##D: osoba płci żeńskiej, z którą nigdy się nie rozmawiało, a jedynie kojarzy się jej twarz. <##DD>;znajomy z widzenia;1;2;##K: pot. ##D: osoba, z którą nigdy się nie rozmawiało, a jedynie kojarzy się jej twarz. <##DD>
znalazczyni;1;2;##K:  ##D: . [##P: ] {##L: };znalazca;1;2;##K:  ##D: . [##P: ] {##L: }
znawczyni;1;2;##K:  ##D: . [##P: ] {##L: };znawca;1;2;##K:  ##D: . [##P: ] {##L: } ##A1: {radość, zaufanie, cieszenie się na, użyteczność, wiedza, piękno, szczęście} + m [Bardzo cenię sobie krytykę znawców sztuki, ponieważ ich wypowiedzi pomagają mi dostrzec piękno w dziełach, które na pierwszy rzut oka nie wydają się tak wartościowe.] ##A2: {radość, zaufanie, użyteczność, wiedza, szczęście} + m [Ksiądz Mariusz był znawcą prawa kościelnego, dlatego pomagał mi, gdy starałam się o unieważnienie małżeństwa.]
zstępna;1;2;##K:  ##D: . [##P: ] {##L: } ##A1: 0 ##A2: 0;zstępny;1;2;##K:  ##D: . [##P: ] {##L: } ##A1: 0 ##A2: 0
zuchenka;1;2;##K: specj. ##D: dziewczynka, należąca do formacji zuchów.;zuch;1;2;##K: og. ##D: członek najmłodszej grupy metodycznej w organizacji harcerskiej.
Zuluska;1;2;##K: og. ##D: przedstawicielka ludów afrykańskich.;Zulus;1;2;##K: og. ##D: przedstawiciel ludów afrykańskich. ##A1: 0
zwiastunka;2;2;##K:  ##D: . [##P: ] {##L: };zwiastun;3;2;##K: książk. ##D: zapowiedź wydarzenia. [##P: ] {##L: } ##A1: {radość, cieszenie się na, smutek, strach, użyteczność, wiedza, szczęście, nieszczęście} amb [No to mamy już pierwszy zwiastun zwycięstwa - nasz kolarz wysunął się daleko na prowadzenie.] [Jego brak zainteresowania rodziną był zwiastunem rychłego załamania.]
zwiedzająca;1;2;##K: og. ##D: ta, która zwiedza. [##P: W dniu kobiet muzeum przygotowało upominek dla każdej zwiedzającej.];zwiedzający;1;2;##K: og. ##D: ten, który zwiedza. [##P: Zwiedzający mogą zaopatrzyć się w zestaw audio z nagranym komentarzem.]
zwierzchniczka;1;2;##K:  ##D: . [##P: ] {##L: };zwierzchnik;1;2;##K: og. ##D: ktoś, kto ma władzę zwierzchnią, wydaje polecenia. [##P: Prezydent jest zarazem zwierzchnikiem sił zbrojnych.] {##L: http://pl.wikipedia.org/wiki/Prze%C5%82o%C5%BCony}
zwodzicielka;1;2;##K:  ##D: . [##P: ] {##L: };zwodziciel;1;2;##K: og. ##D: osoba, która oszukuje. [##P: ] {##L: } ##A1: {złość, wstręt, nieużyteczność, błąd, krzywda} - m [Jej narzeczony okazał się być zwodzicielem i oszustem.] ##A2: {złość, wstręt, krzywda, niewiedza, błąd} - m [Zwodziciel wprowadził mnie w błąd, teraz już na pewno nie odzyskam swoich pieniędzy.]
zwolenniczka;1;2;##K:  ##D: . [##P: ] {##L: };zwolennik;1;2;##K:  ##D: . [##P: ] {##L: }
zwyciężczyni;1;2;##K:  ##D: . [##P: ] {##L: };zwycięzca;1;2;##K: og. ##D: osoba, która zwyciężyła w jakimś konkursie, zawodach, która odniosła sukces. [##W: Wszyscy zwycięzcy grali w swoich klubach na pozycji napastnika.] [##Ko: zwycięzca konkursu]
zygotarianka;1;2;##K: środ.;zygotarianin;1;2;##K: środ. ##D: radykalny przeciwnik aborcji, który w swoim uzasadnieniu postawy posługuje się argumentem z ochrony życia poczętego (często sięga też po motywację religijną), człowiek, który uważa, że dobro zygoty stoi ponad dobrem matki.
źrebica;1;2;##K:  ##D: . [##P: ] {##L: }  ##A1: 0 ##A2: 0;źrebiec;1;2;##K: og. ##D: młody koń, ogierek.  ##A1: 0 ##A2: 0
żabkarka;1;2;##K:  ##D: . [##P: ] {##L: };żabkarz;1;2;##K:  ##D: . [##P: ] {##L: }
żabniczanka;1;2;##K: og. ##D: mieszkanka Żabnicy, wsi w województwie śląskim.;żabniczanin;1;2;##K: og. ##D: mieszkaniec Żabnicy, wsi w województwie śląskim.
żałobnica;1;2;##K:  ##D: . [##P: ] {##L: };żałobnik;1;2;##K:  ##D: . [##P: ] {##L: }
żałobniczka;1;2;##K:  ##D: . [##P: ] {##L: };żałobnik;1;2;##K:  ##D: . [##P: ] {##L: }
żartownisia;1;2;##K:  ##D: . [##P: ] {##L: };żartowniś;1;2;##K: og. ##D: człowiek, który jest skory do żartów, lubi robić żarty, jest zabawny. [##P: ] {##L: } ##A1: {radość, złość, wstręt, szczęście, nieużyteczność, krzywda, niewiedza, błąd} amb [Ale z niego żartowniś, śmiałam się cały wieczór.] [Mam nadzieję, że ten żartowniś trafi do więzienia.] ##A2: {radość, złość, wstręt, szczęście, nieużyteczność, nieszczęście, krzywda, błąd} amb [Przyda nam się w aucie taki żartowniś, przynajmniej pośmiejemy się przez drogę.] [Złapali tego żartownisia, który zadzwonił, że podłożył bombę.]
żebraczka;1;2;##K:  ##D: . [##P: ] {##L: };żebrak;1;2;##K:  ##D: . [##P: ] {##L: } ##A1: {smutek, złość, wstręt, brzydota, nieszczęście} - s [Pod kościołem kręcili się stale ci sami żebracy.] ##A2: {smutek, złość, wstręt, brzydota, nieszczęście} - s [Nigdy nie daję pieniędzy żebrakom, wydadzą je na alkohol.]
żeglarka;1;2;##K:  ##D: . [##P: ] {##L: };żeglarz;2;2;##K: og. ##D: osoba zajmująca się żeglowaniem - w formie hobby lub jako sportowiec.
żmigrodzianka;1;2;##K: og. ##D: mieszkanka Żmigrodu, kobieta pochodząca ze Żmigrodu.;żmigrodzianin;1;2;##K: og. ##D: mieszkaniec Żmigrodu, człowiek pochodzący ze Żmigrodu.
Żmudzinka;1;2;##K: og. ##D: mieszkanka Żmudzi (dolnej Litwy).;Żmudzin;1;2;##K: og. ##D: mieszkaniec Żmudzi (dolnej Litwy).
Żmujdzinka;1;2;##K: daw.;Żmujdzin;1;2;##K: daw. ##D: mieszkaniec Żmujdzi. [##Sienkiewicz: Tymczasem po świecie rozlegał się jęk Żmujdzinów, rozpaczne ich skargi na krzywdy i wołanie o sprawiedliwość.] [##Sienkiewicz: Twierdził więc, że rycerz chrześcianin, który wojował razem ze Żmujdzinami przeciw Zakonowi, powinien być, po sprawiedliwości, skazan na śmierć.]
żniwiarka;2;2;##K:  ##D: . [##P: ] {##L: };żniwiarz;1;2;##K:  ##D: . [##P: ] {##L: } ##A1: 0 ##A2: 0
żołnierka;1;2;##K:  ##D: . [##P: ] {##L: };żołnierz;1;2;##K: og. ##D: osoba pełniąca służbę w siłach zbrojnych danego kraju i zobowiązana do obrony jego granic. [##P: ] {##L: http://pl.wikipedia.org/wiki/Żołnierz}
żonglerka;2;2;##K: og. ##D: artystka cyrkowa, która na przemian podrzuca i łapie kilka różnych przedmiotów. ;żongler;1;2;##K: og. ##D: cyrkowiec, który na przemian podrzuca i łapie kilka różnych przedmiotów.  ##A1: 0 ##A2: 0
żółwica;1;2;##K: og. ##D: samica żółwia.;żółw;1;2;##K: og. ##D: gad o ciele otoczonym pancerzem kostnym. [##P: Żółw błotny to jedyny gatunek żółwia żyjący naturalnie w Polsce.] 
żubrzyca;1;2;##K: og. ##D: samica żubra.;żubr;1;2;##K: og. {##L: http://pl.wikipedia.org/wiki/Żubr}
Żydówka;1;2;##K: og. ##D: przedstawicielka ludu semickiego zamieszkującego w starożytności Palestynę.;Żyd;3;2;##K: og. ##D: przedstawiciel ludu semickiego zamieszkującego w starożytności Palestynę.
żydówka;2;2;##K: og. ##D: wyznawczyni judaizmu.;żyd;1;2;##K: pot. ##D: osoba chciwa, skąpa. [##Z: Ale żyd z ciebie! Ja też ci już nic nie pożyczę!] ##A1: {wstręt, krzywda} - s [Nie zachowuj się jak żyd, oddam ci później dychę.] ##A2: {wstręt, złość, krzywda, błąd} - m [Długopisu mi nawet nie chciał pożyczyć - żyd przebrzydły.] ##A3: {wstręt, złość, krzywda, błąd} - m [Ty wredny żydzie, na skąpstwie się nie wzbogacisz!]
żyrardowianka;1;2;##K: og. ##D: mieszkanka Żyrardowa.;żyrardowianin;1;2;##K: og. ##D: mieszkaniec Żyrardowa.
żywczanka;1;2;##K: og. ##D: mieszkanka Żywca.;żywczanin;1;2;##K: og. ##D: mieszkaniec Żywca.
żywicielka;1;2;##K: książk. ##D: kobieta - żywiciel, kobieta, która zapewnia komuś utrzymanie. [##P: W tym małżeństwie on zajmuje się dziećmi, a ona jest żywicielką rodziny.] {##L: };żywiciel;2;2;##K:  ##D: . [##P: ] {##L: }
